test_id,generations_config,pop_size,algorithm,generation,median_fitness,q1_fitness,q3_fitness,n_runs
1.2,200,100,eml_std,122,0.0,0.0,0.0,30
1.2,200,100,eml_std,123,0.0,0.0,0.0,30
1.2,200,100,eml_std,124,0.0,0.0,0.0,30
1.2,200,100,eml_std,125,0.0,0.0,0.0,30
1.2,200,100,eml_std,126,0.0,0.0,0.0,30
1.2,200,100,eml_std,127,0.0,0.0,0.0,30
1.2,200,100,eml_std,128,0.0,0.0,0.0,30
1.2,200,100,eml_std,129,0.0,0.0,0.0,30
1.2,200,100,eml_std,130,0.0,0.0,0.0,30
1.2,200,100,eml_std,131,0.0,0.0,0.0,30
1.2,200,100,eml_std,132,0.0,0.0,0.0,30
1.2,200,100,eml_std,133,0.0,0.0,0.0,30
1.2,200,100,eml_std,134,0.0,0.0,0.0,30
1.2,200,100,eml_std,135,0.0,0.0,0.0,30
1.2,200,100,eml_std,136,0.0,0.0,0.0,30
1.2,200,100,eml_std,137,0.0,0.0,0.0,30
1.2,200,100,eml_std,138,0.0,0.0,0.0,30
1.2,200,100,eml_std,139,0.0,0.0,0.0,30
1.2,200,100,eml_std,140,0.0,0.0,0.0,30
1.2,200,100,eml_std,141,0.0,0.0,0.0,30
1.2,200,100,eml_std,142,0.0,0.0,0.0,30
1.2,200,100,eml_std,143,0.0,0.0,0.0,30
1.2,200,100,eml_std,144,0.0,0.0,0.0,30
1.2,200,100,eml_std,145,0.0,0.0,0.0,30
1.2,200,100,eml_std,146,0.0,0.0,0.0,30
1.2,200,100,eml_std,147,0.0,0.0,0.0,30
1.2,200,100,eml_std,148,0.0,0.0,0.0,30
1.2,200,100,eml_std,149,0.0,0.0,0.0,30
1.2,200,100,eml_std,150,0.0,0.0,0.0,30
1.2,200,100,eml_std,151,0.0,0.0,0.0,30
